"lang"
{
	"Language"		"SChinese"
	"[hide]DOTA_Tooltip_modifier_mjz_crystal_maiden_brilliance_aura_effect_Description"	"提高%fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT%点/秒的魔法恢复速度"
	"DOTA_Tooltip_modifier_mjz_crystal_maiden_brilliance_aura_effect_Description"	"每秒恢复%fMODIFIER_PROPERTY_MANA_REGEN_TOTAL_PERCENTAGE%%%最大魔法。"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_crystal_maiden_brilliance_aura_mana"	"+14% 奥术光环降低魔法消耗/损失"    
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field"							"极寒领域"
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_Description"				"持续施法 - 以水晶室女为中心召唤冰晶轰炸敌人，将其减速并造成大量伤害。持续施法期间提供护甲加成。持续%abilitychanneltime%秒。"
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_Lore"						"在她被流放的地方，冰川残骸成为了莉莱用来修练寒冰魔法的场地。"
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_Note0"						"减速效果对作用范围内所有敌人有效。"
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_Note1"						"每%damage_interval%秒产生一次爆炸。"
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_movespeed_slow"				"%移动速度减缓："
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_attack_slow"				"攻击速度降低："
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_radius"						"作用范围："
//"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_explosion_radius"			"冰爆范围："
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_damage"						"基础伤害："
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_int_damage"					"%智力伤害："
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_bonus_armor"				"护甲加成："
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_aghanim_description"		"对极寒领域内停留超过一定时间的所有单位施加冰封禁制。"
//"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_abilitydraft_note"	        "必须拥有技能“冰封禁制”才能使神杖升级效果生效。"
"DOTA_Tooltip_ability_mjz_crystal_maiden_freezing_field_scepter_frozen_interval"		"神杖升级冰封禁制延迟："
"DOTA_Tooltip_modifier_mjz_crystal_maiden_freezing_field_debuff"					"极寒领域减速"
"DOTA_Tooltip_modifier_mjz_crystal_maiden_freezing_field_debuff_Description"		"移动速度减缓%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%，攻击速度降低%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%。"
"DOTA_Tooltip_modifier_mjz_crystal_maiden_freezing_field_caster"						"极寒领域"
"DOTA_Tooltip_modifier_mjz_crystal_maiden_freezing_field_caster_Description"			"护甲提升%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%点。"    
"DOTA_Tooltip_ability_mjz_crystal_maiden_frostbite"									"冰封禁制"
"DOTA_Tooltip_ability_mjz_crystal_maiden_frostbite_Description"						"操控冰霜包围一个敌方单位，禁止移动和攻击，并持续造成伤害。"
"DOTA_Tooltip_ability_mjz_crystal_maiden_frostbite_Lore"							"莉莱引来蓝心冰川的寒风，将敌人封禁在冰块里。"
"DOTA_Tooltip_ability_mjz_crystal_maiden_frostbite_Note0"							"冰封禁制为缠绕效果。"		
"DOTA_Tooltip_ability_mjz_crystal_maiden_frostbite_radius"							"作用范围："
"DOTA_Tooltip_ability_mjz_crystal_maiden_frostbite_total_damage"					"对英雄伤害总量："
"DOTA_Tooltip_ability_mjz_crystal_maiden_frostbite_creep_total_damage"				"对非英雄伤害总量："		
"DOTA_Tooltip_ability_mjz_crystal_maiden_frostbite_duration"						"对英雄单位的持续时间："
"DOTA_Tooltip_ability_mjz_crystal_maiden_frostbite_creep_duration"					"对非英雄单位持续时间："	
"DOTA_Tooltip_ability_mjz_crystal_maiden_frostbite_damage_interval"					"伤害间隔："
"DOTA_Tooltip_modifier_mjz_crystal_maiden_frostbite"							"冰封禁制"
"DOTA_Tooltip_modifier_mjz_crystal_maiden_frostbite_Description"				"不能移动或攻击。"
	"DOTA_Tooltip_ability_mjz_death_prophet_carrion_swarm"				"地穴虫群"
	"DOTA_Tooltip_ability_mjz_death_prophet_carrion_swarm_Description"	"召唤一群食腐虫在死亡先知面前的敌人中肆虐。"
	"DOTA_Tooltip_ability_mjz_death_prophet_carrion_swarm_Lore"			"克萝贝露丝在鬼门关的来来回回聚集了一大群被诅咒的生物。"
	"DOTA_Tooltip_ability_mjz_death_prophet_carrion_swarm_range"			"距离："
	"DOTA_Tooltip_ability_mjz_death_prophet_carrion_swarm_base_damage"		"基础伤害："
	"DOTA_Tooltip_ability_mjz_death_prophet_carrion_swarm_int_damage_pct"	"%额外智力伤害："
	"DOTA_Tooltip_ability_mjz_death_prophet_carrion_swarm_Note0"		"最远能伤害距离1110码的单位。"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_death_prophet_carrion_swarm_int"		"+40% 地穴虫群智力伤害"
	"DOTA_Tooltip_ability_mjz_doom_bringer_devour"				"吞噬"
	"DOTA_Tooltip_ability_mjz_doom_bringer_devour_Description"	"消化一个敌军的灵魂。"
	"DOTA_Tooltip_ability_mjz_doom_bringer_devour_Lore"			"路西法的食欲和贪婪永远不会得到满足。"
	"DOTA_Tooltip_ability_mjz_doom_bringer_devour_bonus_strength"	"永久力量奖励："
	"DOTA_Tooltip_ability_mjz_doom_bringer_devour_regen"			"生命恢复："
	"DOTA_Tooltip_ability_mjz_doom_bringer_devour_devour_time"		"消化时间："
	"DOTA_Tooltip_modifier_mjz_doom_bringer_devour"					"吞噬力量奖励"
	"DOTA_Tooltip_modifier_mjz_doom_bringer_devour_Description"		"奖励 %0fMODIFIER_PROPERTY_STATS_STRENGTH_BONUS% 点额外力量"
	"DOTA_Tooltip_modifier_mjz_doom_bringer_devour_regen"				"吞噬"
	"DOTA_Tooltip_modifier_mjz_doom_bringer_devour_regen_Description"	"还在消化这个美味的灵魂。"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_doom_bringer_devour_strength"	"+{s:value} 吞噬额外力量"
	    
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom"				    "末日"
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom_Description"	    "对附加的敌人施加末日诅咒，使其降低魔法抗性、攻击速度、移动速度，同时造成持续伤害。

可用神杖升级。

驱散类型：弱驱散"
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom_Lore"	    		"当佤什昂都的丧钟报出一个名字时，这个名字主人的末日就将到来。"
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom_radius"					"作用范围："
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom_damage"					"每秒伤害："
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom_debuff_magical_resistance"				"%敌人魔法抗性降低："
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom_debuff_attack_speed"					"敌人攻击速度降低："
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom_debuff_move_speed"						"%敌人移动速度降低："
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom_mana_second_scepter"	"神杖升级每秒魔法消耗："
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom_duration"				"持续时间："
	"DOTA_Tooltip_ability_mjz_doom_bringer_doom_Aghanim_Description"				"末日变成开关型技能，开启后每秒消耗50点魔法。"
	"DOTA_Tooltip_modifier_mjz_doom_bringer_doom_caster"					"末日"
	"DOTA_Tooltip_modifier_mjz_doom_bringer_doom_caster_Description"	    "每秒对附加的敌人造成伤害"
	"DOTA_Tooltip_modifier_mjz_doom_bringer_doom_debuff"					"末日"
	"DOTA_Tooltip_modifier_mjz_doom_bringer_doom_debuff_Description"	    "魔法抗性降低%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%，攻击速度降低%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%，移动速度被减缓%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%。"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_doom_bringer_doom_damage"	    "+55 末日每秒伤害"
	    
	"DOTA_Tooltip_ability_mjz_doom_bringer_infernal_blade"				    "阎刃"
	"DOTA_Tooltip_ability_mjz_doom_bringer_infernal_blade_Description"	    "末日挥舞他的炽烈之剑，将敌人点燃。"
	"DOTA_Tooltip_ability_mjz_doom_bringer_infernal_blade_Lore"	    		"路西法很乐意与他人分享自己被放逐时身受的火焰烙印。"
	"DOTA_Tooltip_ability_mjz_doom_bringer_infernal_blade_cast_range"			"施法距离："
	"DOTA_Tooltip_ability_mjz_doom_bringer_infernal_blade_burn_base_damage"			"每秒基础伤害："
	"DOTA_Tooltip_ability_mjz_doom_bringer_infernal_blade_burn_strength_damage_pct"	"%每秒力量伤害："
	"DOTA_Tooltip_ability_mjz_doom_bringer_infernal_blade_burn_duration"			"灼烧持续时间："
	"DOTA_Tooltip_ability_mjz_doom_bringer_infernal_blade_stun_duration"			"眩晕持续时间："
	"DOTA_Tooltip_modifier_mjz_doom_bringer_infernal_blade_burn"					"阎刃灼烧"
	"DOTA_Tooltip_modifier_mjz_doom_bringer_infernal_blade_burn_Description"	    "每秒造成伤害"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_doom_bringer_infernal_blade_strength"	    "+{s:value}% 阎刃力量伤害"
	
"DOTA_Tooltip_ability_mjz_dragon_knight_breathe_fire"			"火焰气息"
"DOTA_Tooltip_ability_mjz_dragon_knight_breathe_fire_Description"	"向龙骑士的前方喷射出一团火焰，烧灼碰到的敌人，并使其攻击力降低。"
"DOTA_Tooltip_ability_mjz_dragon_knight_breathe_fire_Lore"		"龙骑士达维安的气息已经变成了斯莱瑞克的古龙之息，人们还记得它将无数骑士烧成了焦炭。"
"DOTA_Tooltip_ability_mjz_dragon_knight_breathe_fire_Note0"		"可以作用于机械单位。"
"DOTA_Tooltip_ability_mjz_dragon_knight_breathe_fire_Note1"		"最远能伤害距离900码的单位。"
"DOTA_Tooltip_ability_mjz_dragon_knight_breathe_fire_damage"			"基础伤害："
"DOTA_Tooltip_ability_mjz_dragon_knight_breathe_fire_strength_damage"	"%力量伤害："
"DOTA_Tooltip_ability_mjz_dragon_knight_breathe_fire_reduction"			"%攻击力降低："
"DOTA_Tooltip_ability_mjz_dragon_knight_breathe_fire_duration"			"减攻持续时间："
"DOTA_Tooltip_modifier_mjz_dragon_knight_breathe_fire_reduction"				"火焰气息"
"DOTA_Tooltip_modifier_mjz_dragon_knight_breathe_fire_reduction_Description"	"攻击力降低了25%%。"
"DOTA_Tooltip_ability_special_bonus_unique_mjz_dragon_knight_0106"				"+100% 火焰气息力量伤害"
"DOTA_Tooltip_ability_mjz_dragon_knight_dragon_blood"								"龙族血统"
"DOTA_Tooltip_ability_mjz_dragon_knight_dragon_blood_Description"					"龙族的鲜血能提高龙骑士的生命恢复速度以及护甲。"
"DOTA_Tooltip_ability_mjz_dragon_knight_dragon_blood_Lore"							"斯莱瑞克的血液流遍达维安的全身，他获得了寻常骑士身上双倍的活力。"
"DOTA_Tooltip_ability_mjz_dragon_knight_dragon_blood_bonus_health_regen"			"生命恢复："
"DOTA_Tooltip_ability_mjz_dragon_knight_dragon_blood_bonus_armor"					"护甲提升："
"DOTA_Tooltip_ability_mjz_dragon_knight_dragon_blood_hp_regen_amp"					"%生命恢复增强："
	"DOTA_Tooltip_ability_mjz_dragon_knight_elder_dragon_relieve"				    "解除变身"
	"DOTA_Tooltip_ability_mjz_dragon_knight_elder_dragon_relieve_Description"	    "立刻解除变身效果。

可用神杖升级。"
	"DOTA_Tooltip_ability_mjz_dragon_knight_elder_dragon_relieve_Aghanim_Description"	    "变身没有时间限制。"
	"DOTA_Tooltip_ability_mjz_dragon_knight_elder_dragon_relieve_health_drain_per_second_scepter"	    "%每秒生命消耗："
	    
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship"				    "射手天赋"
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship_Description"	    "卓尔游侠的战斗经验使她有概率发出极其精准高效的箭矢。箭矢将造成基于她攻击力的额外伤害。

可用神杖升级。"
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship_Lore"	    	"卓尔游侠是弓箭手登峰造极的典型。"
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship_bonus_agility"	"敏捷加成："
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship_chance_1x"		"%1X 触发几率："
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship_chance_2x"		"%2X 触发几率："
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship_chance_3x"		"%3X 触发几率："
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship_split_range_scepter"				"分裂箭矢搜索范围："
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship_split_count_scepter"				"最多分裂目标："
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship_damage_reduction_scepter"		"%分裂伤害减免："
	"DOTA_Tooltip_ability_mjz_drow_ranger_marksmanship_Aghanim_Description"		"使卓尔游侠的攻击分裂出额外的箭矢，攻击主目标附近单位，造成较少的伤害。"
	    
"DOTA_Tooltip_ability_mjz_elder_titan_earth_splitter"				"裂地沟壑"
"DOTA_Tooltip_ability_mjz_elder_titan_earth_splitter_Description"	"上古巨神向前方放出一道不平坦的裂纹。3秒后裂纹塌陷，范围内的单位将被减速，并受到基于上古巨神力量值的伤害。

可用神杖升级。"
"DOTA_Tooltip_ability_mjz_elder_titan_earth_splitter_Lore"			"巨神创造之世他亲手将其撕裂。"
"DOTA_Tooltip_ability_mjz_elder_titan_earth_splitter_crack_width"		"裂纹宽度："
"DOTA_Tooltip_ability_mjz_elder_titan_earth_splitter_crack_distance"	"裂地长度："
"DOTA_Tooltip_ability_mjz_elder_titan_earth_splitter_crack_time"		"裂地延迟："
"DOTA_Tooltip_ability_mjz_elder_titan_earth_splitter_slow_duration"		"减速持续时间："
"DOTA_Tooltip_ability_mjz_elder_titan_earth_splitter_str_damage_multiplier"		"力量值倍数："
"DOTA_Tooltip_ability_mjz_elder_titan_earth_splitter_slow_pct"			"%移动速度减缓："
"DOTA_Tooltip_ability_mjz_elder_titan_earth_splitter_aghanim_description"	"+2 裂地沟壑齐放。额外沟壑会在中心沟壑的左右各30角度放出。"
"DOTA_Tooltip_modifier_mjz_elder_titan_earth_splitter_slow"					"裂地沟壑"
"DOTA_Tooltip_modifier_mjz_elder_titan_earth_splitter_slow_Description"		"减速%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%。"
"DOTA_Tooltip_ability_special_bonus_unique_mjz_elder_titan_earth_splitter_strength"	"+10 裂地沟壑力量值倍数"
	"DOTA_Tooltip_ability_mjz_ember_spirit_flame_guard"					"烈火罩"
	"DOTA_Tooltip_ability_mjz_ember_spirit_flame_guard_Description"		"灰烬之灵用火焰之环将自己包裹起来，降低他受到的伤害。烈火罩对灰烬之灵周围的敌人造成持续伤害。"
	"DOTA_Tooltip_ability_mjz_ember_spirit_flame_guard_Lore"			"近身之敌，自讨苦吃。"
	"DOTA_Tooltip_ability_mjz_ember_spirit_flame_guard_radius"					"作用范围："
	"DOTA_Tooltip_ability_mjz_ember_spirit_flame_guard_damage_per_second"		"每秒造成伤害："
	"DOTA_Tooltip_ability_mjz_ember_spirit_flame_guard_bonus_damage_pct"		"%攻击力加成："
	"DOTA_Tooltip_ability_mjz_ember_spirit_flame_guard_damage_reduction_pct"	"%伤害减免："
	"DOTA_Tooltip_ability_mjz_ember_spirit_flame_guard_duration"				"持续时间："
	"DOTA_Tooltip_modifier_mjz_ember_spirit_flame_guard"				"烈火罩"
	"DOTA_Tooltip_modifier_mjz_ember_spirit_flame_guard_Description"	"吸收伤害，并在一定范围内造成魔法伤害"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_ember_spirit_flame_guard_damage_per"		"+60 烈火罩每秒伤害"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_ember_spirit_flame_guard_bonus_damage"	"+2% 烈火罩攻击力加成"
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist"					"无影拳"
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_Description"		"灰烬之灵以燎原之火的速度横冲直撞，攻击目标区域内所有敌人，随后返回所在位置。"
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_Lore"			"顷刻之间，鞭策众敌。"
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_radius"				"作用范围："
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_bonus_damage"		"攻击力加成："
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_attack_interval"		"攻击间隔："
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_crit_chance"			"%致命一击概率："
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_crit_bonus"			"%致命一击伤害："
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_attack_count"		"攻击次数："
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_Note0"	"在施放技能时作用的目标就已决定。"
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_Note1"	"对目标的攻击每次间隔0.2秒。"
	"DOTA_Tooltip_ability_mjz_ember_spirit_sleight_of_fist_Note2"	"炘拥有的攻击特效（如致命一击、重击、分裂、连锁闪电等效果）在技能攻击期间都能生效。"
	"DOTA_Tooltip_modifier_mjz_ember_spirit_sleight_of_fist_charge_counter"		"无影拳能量点数"
	"DOTA_Tooltip_modifier_mjz_ember_spirit_sleight_of_fist_charge"				"无影拳能量点数"
	    
	"DOTA_Tooltip_ability_mjz_enigma_spacetime_gravity"				    "时空引力"
	"DOTA_Tooltip_ability_mjz_enigma_spacetime_gravity_Description"	    "力量回归始源。"
	"DOTA_Tooltip_ability_mjz_enigma_spacetime_gravity_Lore"	    		"任何人都不能逃脱引力。"
	"DOTA_Tooltip_ability_mjz_enigma_spacetime_gravity_radius_per_level"	"每级提升范围："
	"DOTA_Tooltip_ability_mjz_enigma_spacetime_gravity_duration"			"持续时间："
	"DOTA_Tooltip_modifier_mjz_enigma_spacetime_gravity_buff"	   			"时空引力"
	"DOTA_Tooltip_modifier_mjz_enigma_spacetime_gravity_buff_Description"	    "力量回归始源。"    
	"DOTA_Tooltip_ability_mjz_faceless_the_world"				    	"THE WORLD"
	"DOTA_Tooltip_ability_mjz_faceless_the_world_Description"	    	"在时空中创造一个泡状遮罩，将所有位于其中的单位定住，并使虚空假面在其内部来去自如。只有虚空假面和他的队友不受影响。在其中的隐身单位会显形。"
	"DOTA_Tooltip_ability_mjz_faceless_the_world_Lore"	    			"当超维视界的裂隙突现之时，所有不幸被其困住的可怜灵魂都将万劫不复。"
	"DOTA_Tooltip_ability_mjz_faceless_the_world_radius"				"范围："
	"DOTA_Tooltip_ability_mjz_faceless_the_world_duration"				"持续时间："
	"DOTA_Tooltip_ability_mjz_faceless_the_world_duration_scepter"				"神杖升级持续时间："
	"DOTA_Tooltip_ability_mjz_faceless_the_world_Aghanim_Description"			"提升持续时间。"
	"DOTA_Tooltip_modifier_mjz_faceless_the_world_aura_effect_friendly"				"THE WORLD"
	"DOTA_Tooltip_modifier_mjz_faceless_the_world_aura_effect_enemy"				"THE WORLD"
	"DOTA_Tooltip_modifier_mjz_faceless_the_world_aura_effect_enemy_Description"	"被困在时空中，无法移动和行动。"
	"DOTA_Tooltip_ability_special_bonus_unique_mjz_faceless_the_world_radius"		"+175 THE WORLD 范围"
	"DOTA_Tooltip_ability_mjz_faceless_time_dilation"				"时间膨胀"
	"DOTA_Tooltip_ability_mjz_faceless_time_dilation_Description"	"虚空假面将附近所有敌人困在一个时间膨胀场中，持续%duration%秒，降低敌人的移动和攻击速度。"
	"DOTA_Tooltip_ability_mjz_faceless_time_dilation_lore"			"对于挑战暗惧者的人，每个时刻都像是延长为永恒。"
	"DOTA_Tooltip_ability_mjz_faceless_time_dilation_radius"				"作用范围："
	"DOTA_Tooltip_ability_mjz_faceless_time_dilation_move_speed_slow"		"%移动速度减缓："
